618 4.916670 46.383301 1
1058 4.833330 46.233299 1
129 5.733330 46.183300 1
1406 5.316670 46.133301 1
698 5.400000 45.916698 1
3500 4.883330 46.299999 1
243 5.583330 46.033298 1
2143 5.933330 46.200001 1
466 4.950000 46.083302 1
927 5.066670 46.183300 1
1169 5.350000 45.916698 1
668 5.550000 46.133301 1
681 5.116670 45.900002 1
373 5.750000 45.833302 1
1375 4.737230 45.945000 1
148 5.600000 45.833302 1
2627 5.333330 46.049999 1
3713 5.616670 46.150002 1
680 5.000000 46.433300 1
1504 5.000000 46.166698 1
306 5.683330 46.000000 1
1061 5.366670 45.883301 1
130 5.700000 45.966702 1
309 5.716670 45.900002 1
2178 5.333330 45.950001 1
911 5.216670 45.866699 1
1464 5.250000 45.900002 1
118 5.550000 45.783298 1
2909 5.783330 45.849998 1
288 5.083330 46.416698 1
2182 5.250000 46.333302 1
1912 5.183330 46.366699 1
2204 5.368340 46.271400 1
201 5.633330 45.650002 1
2441 5.283330 46.283298 1
4044 5.600000 45.966702 1
1877 4.900000 46.066700 1
171 5.516670 46.150002 1
140 5.500000 45.958302 1
1644 5.400000 46.083302 1
269 5.216670 45.966702 1
3457 5.570840 46.186699 1
135 5.433330 45.900002 1
122 5.650000 45.966702 1
1208 5.383330 46.183300 1
1651 5.333330 46.099998 1
8914 6.016670 46.250000 1
1157 5.066670 46.266701 1
706 5.033330 46.183300 1
1153 5.433330 45.849998 1
265 5.500000 46.116699 1
2776 4.816670 46.166698 1
788 5.333330 46.166698 1
1173 5.166670 45.883301 1
756 5.083330 46.166698 1
360 5.300000 46.383301 1
2322 5.166670 46.000000 1
540 5.083330 46.016701 1
332 5.100000 45.983299 1
1646 5.283330 46.166698 1
380 5.683330 45.900002 1
2991 4.950000 45.916698 1
709 5.100000 45.866699 1
6054 5.200000 46.183300 1
115 5.616670 45.733299 1
599 4.933330 45.950001 1
744 5.066670 46.400002 1
656 4.833330 46.200001 1
2362 5.133330 46.333302 1
104 5.466670 45.883301 1
179 5.466670 46.133301 1
727 4.816670 46.133301 1
1540 4.800000 46.166698 1
1165 4.800000 46.033298 1
1571 5.366670 46.083302 1
1070 5.016670 45.816700 1
2097 5.416670 46.033298 1
393 4.766670 46.066700 1
2348 5.100000 45.833302 1
729 5.333330 45.933300 1
534 5.051950 45.894199 1
886 5.250000 45.849998 1
135 5.600000 45.733299 1
1488 5.066670 45.833302 1
1058 5.526670 46.185600 1
116 5.600000 45.750000 1
2498 5.200000 45.816700 1
434 5.883330 46.216702 1
1043 5.416670 45.849998 1
241 5.666670 45.633301 1
138 5.650000 46.033298 1
625 5.233330 46.450001 1
443 5.683330 45.849998 1
1013 5.083330 46.466702 1
321 5.466670 46.033298 1
1818 5.300000 45.966702 1
234 5.650000 45.683300 1
163 5.483330 45.900002 1
352 5.200000 46.033298 1
114 5.566670 45.783298 1
496 4.900000 46.400002 1
893 5.466670 45.783298 1
4093 4.816670 45.933300 1
652 5.566670 46.266701 1
209 5.366670 46.216702 1
3120 5.783330 46.133301 1
2403 5.133330 46.250000 1
526 6.083330 46.349998 1
2428 4.833330 45.916698 1
1636 4.983330 46.266701 1
119 5.450000 46.150002 1
143 5.433330 45.983299 1
2278 5.550000 46.216702 1
880 5.150000 46.049999 1
1308 4.783330 46.099998 1
570 4.883330 46.183300 1
301 5.266670 46.116699 1
1792 4.783330 45.950001 1
139 5.433330 46.066700 1
399 5.150000 45.933300 1
341 5.033330 46.066700 1
1421 5.216670 45.833302 1
1204 4.850000 46.000000 1
564 5.766670 45.733299 1
773 5.583330 45.700001 1
962 5.366670 45.983299 1
1323 4.800000 46.066700 1
1996 5.666670 46.316700 1
387 5.616670 45.766701 1
9066 4.953060 45.824501 1
1052 5.833330 46.133301 1
1631 6.033330 46.316700 1
1082 4.916670 46.250000 1
484 5.783330 46.066700 1
221 5.416670 46.000000 1
1383 4.836670 46.021198 1
4399 5.016670 46.000000 1
324 5.600000 45.883301 1
531 5.000000 46.400002 1
261 5.416670 45.866699 1
881 5.280000 46.190300 1
1362 4.883330 45.916698 1
421 5.483330 45.933300 1
425 5.716670 45.866699 1
236 5.033330 45.950001 1
715 4.950000 46.200001 1
5205 5.979730 46.236401 1
1130 4.883330 46.250000 1
374 5.766670 45.766701 1
139 5.733330 45.783298 1
197 5.033330 46.099998 1
257 5.533330 46.049999 1
285 5.116670 46.483299 1
859 5.600000 45.950001 1
1482 4.783330 45.966702 1
624 5.266670 46.400002 1
1158 5.694730 45.718700 1
250 5.350000 46.200001 1
8160 6.133330 46.366699 1
569 5.883330 46.099998 1
385 5.783330 46.083302 1
668 5.116670 46.400002 1
353 5.566670 45.716702 1
619 5.083330 46.216702 1
250 5.350000 46.349998 1
1079 5.066670 46.150002 1
543 4.916670 46.216702 1
762 6.116670 46.333302 1
3992 6.066670 46.316700 1
141 5.533330 45.833302 1
208 5.033330 46.466702 1
1298 5.350000 46.250000 1
903 5.600000 46.250000 1
929 5.733330 45.833302 1
925 5.566670 46.200001 1
826 4.983330 46.233299 1
632 5.316670 46.349998 1
1552 5.333330 46.216702 1
602 5.483330 46.233299 1
324 5.333330 46.150002 1
669 4.983330 46.500000 1
294 5.683330 46.183300 1
480 5.650000 45.733299 1
153 5.466670 46.166698 1
710 4.883330 45.950001 1
1984 4.783330 45.983299 1
1120 5.500000 45.916698 1
3040 4.950000 46.316700 1
3823 4.766670 46.083302 1
507 5.366670 46.333302 1
572 4.900000 46.116699 1
6756 5.350000 45.900002 1
2936 5.166670 46.283298 1
635 4.916670 46.299999 1
2205 4.933330 46.433300 1
13835 5.350000 45.950001 1
473 4.816670 46.116699 1
1862 6.012510 46.280602 1
942 5.831940 45.959702 1
