40088 5.216670 46.200001 1
55978 3.283330 49.849998 2
38402 2.600000 46.333302 3
22105 5.783330 43.833302 4
39744 6.083330 44.566700 5
343304 7.250000 43.700001 6
16660 4.666670 45.233299 7
49810 4.716670 49.766701 8
15372 1.600000 43.116699 9
60280 4.083330 48.299999 10
51039 3.000000 43.183300 11
23917 2.566670 44.333302 12
850726 5.376390 43.296700 13
108954 -0.350000 49.183300 14
27924 2.450000 44.916698 15
41613 0.150000 45.650002 16
75170 -1.150000 46.166698 17
66381 2.400000 47.083302 18
48949 1.533330 45.150002 19
151212 5.016670 47.316700 21
46209 -2.783330 48.516701 22
13573 1.866670 46.166698 23
29573 0.716667 45.183300 24
116914 6.033330 47.250000 25
63405 4.900000 44.933300 26
50537 1.150000 49.016701 27
38931 1.500000 48.450001 28
141303 -4.483330 48.400002 29
142205 4.350000 43.833302 30
441802 1.433330 43.599998 31
21576 0.583333 43.650002 32
239157 -0.566667 44.833302 33
257351 3.883330 43.599998 34
207178 -1.683330 48.083302 35
46140 1.700000 46.816700 36
134817 0.683333 47.383301 37
155637 5.716670 45.166698 38
24629 5.500000 47.099998 39
31225 -0.500000 43.883301 40
46492 1.333330 47.583302 41
171260 4.400000 45.433300 42
18521 3.885830 45.044201 43
284970 -1.550000 47.216702 44
114167 1.900000 47.916698 45
20194 1.433330 44.433300 46
33981 0.633333 44.200001 47
12140 3.500000 44.516701 48
147571 -0.550000 47.466702 49
38433 -1.650000 49.650002 50
179992 4.033330 49.250000 51
25526 4.950000 48.633301 52
50940 -0.766667 48.066700 53
105421 6.200000 48.683300 54
18513 5.382780 49.159801 55
57204 -3.366670 47.750000 56
120738 6.166670 49.133301 57
36762 3.166670 46.983299 58
227560 3.066670 50.633301 59
54711 2.083330 49.433300 60
26704 0.083333 48.433300 61
73636 1.833330 50.950001 62
139860 3.083330 45.783298 63
81166 -0.366667 43.299999 64
43034 0.083333 43.233299 65
117419 2.883330 42.683300 66
271782 7.750000 48.583302 67
109588 7.333330 47.750000 68
484344 4.841390 45.758900 69
15761 6.166670 47.633301 70
44985 4.850000 46.783298 71
142626 0.200000 48.000000 72
57342 5.933330 45.566700 73
50379 6.116670 45.900002 74
2243833 2.344450 48.860001 75
175497 0.133333 49.500000 76
52779 2.600000 48.883301 77
86110 2.133330 48.799999 78
57325 -0.466667 46.316700 79
133448 2.300000 49.900002 80
48916 2.150000 43.933300 81
56271 1.350000 44.016701 82
164532 5.933330 43.116699 83
89683 4.816670 43.950001 84
52664 -1.433330 46.666698 85
87697 0.333333 46.583302 86
139150 1.250000 45.849998 87
32842 6.450000 48.183300 88
36200 3.566670 47.799999 89
50078 6.866670 47.633301 90
52135 2.450000 48.633301 91
114205 2.250000 48.833302 92
106785 2.358330 48.933300 93
89985 2.466670 48.783298 94
103125 2.250000 48.950001 95
